id	sentence1	sentence2	is_duplicate
53409 ac95520b-bf3f-4108-8ebd-ed81030f8688	Are there any benefits for OBC creamy layer in India? Or Is OBC Creamy layer equivalent to General Category and exempt from all benefits?	If I'm (an OBC) doing a lucrative job (>6 lpa), and quit, will I be eligible for OBC reservation ? What about creamy layer thing ?	0.0
283200 37699733-65c4-4da1-bffd-2de449a79136	What is the best Android battery saver ever, paid or free?	What is the best battery saver app for Android?	1.0
218252 339ede35-3ba9-4e8c-9c13-a5054f678333	How should a girl confess her feelings to a boy?	Should a girl confess her feelings to a boy whom she likes?	0.0
80552 7309b933-a7b4-4842-9764-175cd9bc38a7	What are the best sources to learn digital marketing?	How do I get started to learning digital marketing?	1.0
106329 3c399698-23f7-407e-b1a2-a89d8dc0c327	What are the facts about endoplasmic reticulum?	What is the function of the endoplasmic reticulum?	0.0
328192 16386586-653a-47bd-8138-f15be824bdfb	What is the best centrality metric for a normal random variable of 10000 numbers and also 10 numbers?	How do I write a pseudocode statement that generates a random number in the range of 1 through 100 and assigns it to a variable named rand?	0.0
40544 061c3af3-9d92-4765-aa5c-8fd07ff3b815	How do I tell my religious family I don't believe in God?	How do I tell my parent I don't believe in God?	1.0
77926 9129c157-d4e1-4ebb-a336-a76b1273095a	"What do ""mobile"" and ""home"" mean on the WhatsApp contacts page?"	Why does my WhatsApp contact's last seen time differ from WhatsApp web and the mobile app?	0.0
321803 d19acef9-b53c-4a7e-82fa-c189bb2572a8	What are the most valuable skills for a company's first VP/Director of Product Management?	If you want to be a VP of marketing at your next startup gig, is it better to be a director of product management at a large company or director of marketing at another startup?	0.0
54347 b0743769-e818-424d-8e90-ce6e8b29cc78	What is it like to be a criminal?	What does it feel like to be a criminal?	1.0
152665 b7ab3ad7-5f49-4066-9b98-2123776531c4	Why don't people just Google their questions?	Why do people put ridiculous questions on Quora when they can just Google them? Huh, Huh, Huh :-/	1.0
117989 e132da0e-9238-4fb0-86f9-d8a779ba0f44	What is the best way to reduce weight fast?	How can I lose my weight fast?	1.0
309280 1c93a2c8-e8e8-4e23-84c7-c7cd0cfe7c08	When was pewter first discovered? Who discovered it?	Who discovered pewter? How was it discovered?	1.0
387103 25e5549c-55ec-43a3-92a0-57a2cdb77eb0	What are the causes of boredom and the best practice to get rid of it psychologically?	Boredom is killing me. How do I get rid of it?	1.0
277535 45ab098b-a7c5-4b94-bb24-349b9c697c02	What is the difference between CV and resume?	What are the diffrenece between CV and resume?	1.0
11490 41f407b2-b3f4-449c-ba83-b96c96614bd7	What is the best hilarious joke you have ever heard?	Tell a joke that the funniest you have heard?	1.0
21139 1e4de985-4087-49bb-bc68-ac6ecf731511	What did you do after graduating high school?	What did you do after high school?	1.0
273635 515de0cd-e878-40f3-8eb2-93be87822fff	If people of age 60 have an affair despite of having wife and grownup children, how can we trust marriages?	Without having an affair, what are the other avenues of love/affection/caring you can hope to get if you feel your wife is not fully providing you with your required amount to be satisfied?	0.0
162172 27954d33-bd84-44c1-b73f-d0ccf80e87fe	How can I heal myself from glaucoma?	How can we prevent glaucoma?	0.0
199875 75a99cc1-aa96-4b86-9834-f3ed2c47be3d	Which is the best seo company in Delhi & India?	Which is the Best SEO Company in Delhi for Digital Marketing Services?	1.0
233486 96efad93-01d6-4dfa-ab7c-d8654e4f0d8f	What is CFA course?	Can I get detailed knowledge about CFA course?	1.0
298682 ea685821-c398-49a1-9522-e08dca7e7514	What should I do to earn lots of money?	How can I earn lots of money?	0.0
389051 10e365cf-6a1c-4977-b080-853013407969	Do people still buy and sell things on Silk Road?	What did people buy and sell on the Silk Road?	0.0
12249 69a2b878-c89a-4f0b-9c85-6906a00cecef	How can I prepare for the CAT in 3 months?	How can I prepare for the CAT in 4 months?	0.0
99405 e668ca08-072f-4286-8c70-1ffc5b8fa40d	How do I recover my photos from my old gmail? With my recovery information or email and I don't have access to my recovery phone?	How can I recover my Gmail password without a recovery phone number or email?	0.0
148597 7e574a8d-1d1e-471f-b6e8-12a2ea020504	Why hasn't the medical community come together and banned the sale of cigarettes?	Why haven't cigarette sales been banned, given that one billion people will die of smoking this century?	0.0
255318 ea54e13c-aaca-45b5-b59c-fabb28ab6714	Is it healthy for dogs to eat peanut butter?	What are some risks involved when a dog eats peanut butter?	1.0
96484 df4a28c6-a8fb-4328-839e-f428c3985ab0	How did you stop your addiction towards playing video games?	How can I stop wasting so much time playing video games?	1.0
198979 6d26e635-3018-469e-88ce-617c40831f65	Evolutionary Biology: If you traced human evolution back to the first organism, how far back could you go?	How did you spend summer right before you started the graduate school? Would you do the same if you could go back to that time?	0.0
376421 6fe58991-2830-4b82-90af-5787bc8a2aa4	Where can I purchase email lists?	Where can I sell an email list?	0.0
289964 b90ce15c-77f5-491f-a1c9-89fa9b429a30	What are some of the most common examples of portable storage devices?	What are some of the most common examples of optical storage devices?	0.0
47709 faba3ecf-4afb-411e-9671-0a3a3788cf9d	"What are high-quality ""unofficial"" alternatives to Nespresso capsules?"	What do you think of Nespresso brand and its capsules? If not, what other brands do you prefer and why?	0.0
366153 9cca5ef4-8eae-48a6-a413-3f8a2b86603c	What's the meanest answer you've gotten on Quora?	What is the worst answer that answered on a question that you asked on Quora?	0.0
353224 573f0556-17d2-42d6-8aa1-f8d063ec9e70	How do you determine the decomposition of magnesium hydroxide?	Why India doesn't print million of notes and develop the country?	0.0
8943 edac265c-3d52-4f64-b96b-0185d057df70	How can I take dog by train?	How are dogs trained?	0.0
76427 216072d6-e7a6-4be0-a5cc-c2dd54a61a91	What is the weather like in Mount Airy, North Carolina in the summer?	What is the weather like in Mount Airy, North Carolina in the winter?	0.0
167357 5bb7a0ed-0a29-4594-b94e-b84535daefbc	What is compating?	What is compatibility in a relationship?	0.0
328570 a481e686-3540-4f89-885a-f180ea69aace	Why did M*A*S*H end?	Why did M*A*S*H go off the air?	1.0
94697 b505aab1-8706-4904-acad-e647850166ae	Which is better: a Hyundai Elite i20 or Swift?	How good is the Hyundai Elite i20?	0.0
307019 b84f93d1-ff3c-4005-82ec-c5980c66d25b	What is the best way to respond when someone wishes you a happy birthday and asks for a party?	How do I wish my female friend a happy birthday in a memorable way over the phone?	0.0
59118 01a71039-57e9-4658-ab42-04084f804869	What is the difference between a Kimono and a Yukata in traditional Japanese clothing?	What would be a typical traditional Japanese person's response to a barefoot kimono-clad woman (especially in a traditional home)?	0.0
277174 2c870e2e-5980-463f-8a7d-a89eb6628a82	What is the impact of information technology on society?	What situations make you realize that technology is having a negative impact on society these days?	0.0
119738 0a44be85-e135-4d94-bfea-a3f9e10776b6	Where can I learn about algorithms and data structures efficiently?	Where can I get solid information about data structures and algorithms?	1.0
359530 0c023f0f-4fa6-44e3-bfdf-c0b926ab8e70	Why does a stylus stop working? Can it be restored?	How do you fix a Wacom Bamboo tablet pen/stylus?	0.0
106241 e3a736de-190f-46e4-adb9-4e3585141a9a	If Trump gets elected, can we immediately impeach him so Pence can take the office?	If Trump got elected and then impeached, how might things be under Mike Pence?	0.0
349885 f5f96b2b-d76e-43e2-9e6a-6720a937979c	Why are you here on Quora?	What for and why are you here on Quora?	1.0
121803 56a146ca-dce3-40ec-a8bd-10e437d8ce73	Where can I get friendly DJ for Birthday party in Sydney?	Where can I get affordable DJ for Birthday party in Sydney?	1.0
304735 89657b2d-0176-4740-a62d-135eacf0a21e	Have you ever thought about seriously harming someone?	Have you ever thought of yourself as someone's unconsciousness?	0.0
184528 ae9eb9e4-f932-4413-8a12-0558ac4d1d6f	What is the healthiest breakfast routine?	What's the healthiest thing to eat for a quick and easy western breakfast?	0.0
347793 db896ad7-267b-4f31-a799-726bcc058d3f	What is Acupuncture?	What is acupuncture? How does it work?	1.0
219333 7df18350-d8fb-4ce2-9c98-2d817024b255	Why is my sperm lazy?	What is the Basic definition of music?	0.0
316654 b02ae91b-f309-4c4a-8467-f4cb1d097826	Why are envelopes sent from the Canada Revenue Agency printed upside-down?	Can black envelopes be sent with USPS?	0.0
292823 2ea10a5a-6b4c-4cfa-8f6d-75899e26f088	Is love necessary for a boy?	If a boy loves a girl, what is necessary to do for her?	0.0
156083 e3ee8aed-2f8a-4b86-b322-fff2dd0b2077	I'm still in love with my ex. What should I do?	I'm still good friends with my ex & I am deeply in love with him. When I asked him if he loves me he said he didn't knew.What does that mean?	0.0
162439 86dba748-c179-469c-8b05-6cd02b803060	What was the marketing budget for Subway Surfer?	What is the marketing budget of subway surfer?	0.0
322832 b11cd1a3-5024-4550-a8db-6426c5e5de93	How will I get my money back after cancelling my eTicket from the IRCTC?	How do we get our refund back from the IRCTC?	1.0
94756 f80e0312-28e2-4359-9dc5-fa41912a379f	Is it possible to burn body fat and gain muscle at the same time? If yes how?	Is it possible to lose fat and gain muscle at the same time?	1.0
151294 bd2f29d4-cee5-46c6-a39f-2e8918dec813	Why are sleepovers good?	How do I have a good sleepover?	0.0
84129 3d53430b-cffe-4281-88e6-4314c31812ae	What is the most unusual things?	What is the most unusual thing you've gifted to your parents?	0.0
268122 78c762c5-b601-4eb7-931c-8ef11c604b49	How long does it take for HPCL to announce interview result of GAE? Is they announce by website or mail.	How should I make a schedule, since it always gets disturbed by the announced test or assignment for the next day?	0.0
63219 6c078b63-d222-4de8-9e6b-f5d6a7da7f5c	My ex boyfriend block me on Instagram and his account is private?	Can two consenting adults have sex in India?	0.0
51217 f77dde1f-c36d-42d7-85ea-f631abc44663	What's the kindest thing you've ever done for anyone?	What is the kindest thing you have ever done for a stranger?	1.0
61364 6c036505-8804-4381-86ef-bd44f1fb0e70	How do I solve this?	Mathematical Puzzles: What is () + () + () = 30 using 1,3,5,7,9,11,13,15?	0.0
210601 8c324a99-ba05-4894-a5dd-95c450af267a	What is United Airlines flight reservations phone number?	What is United Airlines Reservation Number?, is it 18446630666?	0.0
16467 f825c2e0-4b7a-4de7-b2b7-81f149952b60	I am buying the sixth generation iPod Touch. Which variant should I buy: the 16 GB, the 32 GB or the 64 GB?	Which iPod Touch 6th generation should I buy, the 32 GB or 64 GB?	0.0
181944 38f2f929-0cbf-4c67-8b8c-5c2933ce629b	How can I make my weak meth stronger?	How much does meth cost?	0.0
364409 a11c3474-1182-4bfa-9e5d-2ea30c2c808f	Which countries have good job prospects in aerospace engineering for international students?	Is it common for US junior/senior aerospace engineering students to pursue international internships? What should I expect?	0.0
43993 591d833f-e830-4aaa-9a48-efc5b54788bc	How do I see who viewed my Instagram video?	How do l see who viewed my videos on Instagram?	1.0
34997 db7af4ae-3c0c-4742-9084-f0a5476fcc40	Field hockey 60 min?	Where can I get source code for Android based restaurant AP along with Python backend?	0.0
9807 a8bf9027-115b-44a5-91fa-6baca7e62657	Are Hijras are transsexuals or intersex people?	How are Hijras treated and viewed in India?	0.0
101507 63f41611-4cc2-4039-b2f0-26f3aa2cb564	How many architecture firms are there in the US, where can I find a good directory?	Why is there no joint effort by the world community to defeat Islam as there was for Communism? Islam imprisons women, destroys peace, creates violence	0.0
385994 788ffc93-dc1c-47f6-bbb8-26f085cb16fc	Which is the safest train car to sit on average? Is it towards the front by the engine or towards the back?	What train carriage is generally the safest to sit in?	1.0
193127 cc5a950e-c4a3-4e53-967b-d850d51fafcf	Where does Bashar Al Assad live?	Where does Bashar al-Assad live in 2014?	0.0
347826 a3cb09e7-a097-4987-86ae-366f88dd9771	Is Einstein's equation e=mc^2 wrong?	Why Einstein's E=mc^2 is not correct?	1.0
61383 601cbe4a-b49f-4ced-8aea-ca0c7a0c0017	How can I fix my light switch?	How can parmesan cheese be frozen?	0.0
328416 f31642a5-6618-48d7-9fdc-c40ccd617cf9	Do Trump voters care that he has reneged all his campaign promises?	What do Trump supporters think about the fact that he is going back on many of his campaign promises? Do you feel betrayed or disappointed?	1.0
10096 40ead4c8-4e67-40f8-85ee-ae3505f3bb47	What is a good solar panel installation provider in Lompoc, California CA?	Which is a good solar panel installation provider in Inverness, California CA?	0.0
72426 325dcb17-a258-4870-ad2c-452ac69d8f58	Where can I get all types of legal advisory services for property transaction in Sydney?	Where can I get quality support to make a successful property transaction process in Sydney?	1.0
201884 780b987d-90e3-4493-a7b3-e520585532e5	How can I lose weight effectively?	How can I efficiently lose weight?	1.0
66307 18b7c52b-58b9-43d7-a45e-266e1a9f59c3	What is the cause of moving stones of Death Valley?	What is the scientific truth about Sailing Stones in Death Valley?	1.0
119981 ff82ef44-f12b-4550-9524-34743cb25167	What is the funniest joke you have read or herd? Com on share with others also	Tell a joke that the funniest you have heard?	1.0
400986 3bb18f41-6348-44db-bd91-a967c9aeb293	Why did Cotton Hill die?	How did Cotton Hill die?	1.0
314862 f4b408f7-6ad3-4e33-892b-0773c75f26ba	Which is better: Nikon d3400 or Canon 700d?	Which is better: Nikon D3400 vs Canon 1300D?	0.0
